 TIME                                   ,T_M                                     ,
 HOURS              ,"°C"                ,
  +4.7400000000000000E+02,  +4.0188372448039850E+01,
  +4.7500000000000000E+02,  +4.0019585133222286E+01,
  +4.7600000000000000E+02,  +4.0013847204294819E+01,
  +4.7700000000000000E+02,  +4.0009903380250577E+01,
  +4.7800000000000000E+02,  +4.0008007354990610E+01,
  +4.7900000000000000E+02,  +4.0006707824355658E+01,
  +4.8000000000000000E+02,  +4.0005568986038746E+01,
  +4.8100000000000000E+02,  +4.0004623496957478E+01,
  +4.8200000000000000E+02,  +4.0003838530742776E+01,
  +4.8300000000000000E+02,  +4.0003172659279961E+01,
  +4.8400000000000000E+02,  +4.0002587766008716E+01,
  +4.8500000000000000E+02,  +4.0001980314773952E+01,
  +4.8600000000000000E+02,  +4.0001421773161965E+01,
  +4.8700000000000000E+02,  +4.0001036789669129E+01,
  +4.8800000000000000E+02,  +4.0000696795722270E+01,
  +4.8900000000000000E+02,  +4.0000487903034852E+01,
  +4.9000000000000000E+02,  +4.0000345321130332E+01,
  +4.9100000000000000E+02,  +4.0120523086091289E+01,
  +4.9200000000000000E+02,  +4.3382309585133179E+01,
  +4.9300000000000000E+02,  +5.0884880667159834E+01,
  +4.9400000000000000E+02,  +4.9489728893390549E+01,
  +4.9500000000000000E+02,  +4.8029163812118043E+01,
  +4.9600000000000000E+02,  +4.5071342419521137E+01,
  +4.9700000000000000E+02,  +4.1486984147246503E+01,
  +4.9800000000000000E+02,  +4.0014982117328181E+01,
  +4.9900000000000000E+02,  +4.0011418197604520E+01,
  +5.0000000000000000E+02,  +4.0008702056837500E+01,
  +5.0100000000000000E+02,  +4.0006686877371898E+01,
  +5.0200000000000000E+02,  +4.0005704516268167E+01,
  +5.0300000000000000E+02,  +4.0005004318637042E+01,
