 TIME                                   ,T_M                                     ,
 HOURS              ,"°C"                ,
  +3.9100000000000000E+02,  +4.0006915112892209E+01,
  +3.9200000000000000E+02,  +4.0003400805984185E+01,
  +3.9300000000000000E+02,  +4.0001785757213696E+01,
  +3.9400000000000000E+02,  +4.0478425466610268E+01,
  +3.9500000000000000E+02,  +4.3976332174150315E+01,
  +3.9600000000000000E+02,  +5.0447801901092518E+01,
  +3.9700000000000000E+02,  +5.0472570422249049E+01,
  +3.9800000000000000E+02,  +5.0499145773249211E+01,
  +3.9900000000000000E+02,  +5.0526837677583018E+01,
  +4.0000000000000000E+02,  +4.8340203165660647E+01,
  +4.0100000000000000E+02,  +4.6095465162720814E+01,
  +4.0200000000000000E+02,  +4.1041013750086435E+01,
  +4.0300000000000000E+02,  +4.3236275070014869E+01,
  +4.0400000000000000E+02,  +4.0713766682568405E+01,
  +4.0500000000000000E+02,  +4.0224481547971749E+01,
  +4.0600000000000000E+02,  +4.0007927751390781E+01,
  +4.0700000000000000E+02,  +4.0006220498958001E+01,
  +4.0800000000000000E+02,  +4.0004964762118298E+01,
  +4.0900000000000000E+02,  +4.0003979614743400E+01,
  +4.1000000000000000E+02,  +4.0003189948103959E+01,
  +4.1100000000000000E+02,  +4.0002524306419716E+01,
  +4.1200000000000000E+02,  +4.0001972365020649E+01,
  +4.1300000000000000E+02,  +4.0001416065611807E+01,
  +4.1400000000000000E+02,  +4.0000917420042505E+01,
  +4.1500000000000000E+02,  +4.0000609233362418E+01,
  +4.1600000000000000E+02,  +4.0000691373911884E+01,
  +4.1700000000000000E+02,  +4.0000417754301715E+01,
  +4.1800000000000000E+02,  +4.0000265351879698E+01,
  +4.1900000000000000E+02,  +4.0435371186270295E+01,
  +4.2000000000000000E+02,  +4.4227341580198214E+01,
  +4.2100000000000000E+02,  +5.2271706124145922E+01,
  +4.2200000000000000E+02,  +5.0429084317603348E+01,
  +4.2300000000000000E+02,  +4.8620109423200219E+01,
  +4.2400000000000000E+02,  +4.6497466049569411E+01,
  +4.2500000000000000E+02,  +4.1914046197570570E+01,
  +4.2600000000000000E+02,  +4.0009080850262663E+01,
  +4.2700000000000000E+02,  +4.0006469631924347E+01,
  +4.2800000000000000E+02,  +4.0004556861671112E+01,
  +4.2900000000000000E+02,  +4.0003221821051028E+01,
  +4.3000000000000000E+02,  +4.6982975834323042E+01,
  +4.3100000000000000E+02,  +4.3383523827603184E+01,
  +4.3200000000000000E+02,  +4.0390542345201531E+01,
  +4.3300000000000000E+02,  +4.0071874433795706E+01,
  +4.3400000000000000E+02,  +4.0062171719534682E+01,
  +4.3500000000000000E+02,  +4.0052317592708953E+01,
  +4.3600000000000000E+02,  +4.0044631678154268E+01,
  +4.3700000000000000E+02,  +4.0036086839217084E+01,
  +4.3800000000000000E+02,  +4.0026842034191930E+01,
  +4.3900000000000000E+02,  +4.0020626088108301E+01,
  +4.4000000000000000E+02,  +4.0014237782045512E+01,
  +4.4100000000000000E+02,  +4.0010077016617018E+01,
  +4.4200000000000000E+02,  +4.0007223885510015E+01,
