 TIME                                   ,T_1                                     ,T_2                                     ,T_3                                     ,
  +1.1100000000000000E+02,  +6.3463186670380829E+01,  +6.1137947745616557E+01,  +5.7985235431231288E+01,
  +1.1200000000000000E+02,  +6.3735791277463612E+01,  +6.1730362555868325E+01,  +5.8667763122228251E+01,
  +1.1300000000000000E+02,  +6.3871362009659947E+01,  +6.2017264774329369E+01,  +5.8988626481131547E+01,
  +1.1400000000000000E+02,  +6.3742714959668696E+01,  +6.1791139908854959E+01,  +5.8662454126624134E+01,
  +1.1500000000000000E+02,  +6.3527400337287695E+01,  +6.1393440347492636E+01,  +5.8190865063858823E+01,
  +1.1600000000000000E+02,  +6.1990892181979049E+01,  +5.9354605454532759E+01,  +5.5896619364120355E+01,
  +1.1700000000000000E+02,  +6.1801144558790021E+01,  +5.8648667908041844E+01,  +5.5233677569098070E+01,
  +1.1800000000000000E+02,  +6.1239113245018963E+01,  +5.7979246283270413E+01,  +5.4650129804037441E+01,
  +1.1900000000000000E+02,  +6.1908013005853142E+01,  +5.8703448480949007E+01,  +5.5388960691829084E+01,
  +1.2000000000000000E+02,  +6.1813381853696875E+01,  +5.8614333662393491E+01,  +5.5280927717462376E+01,
  +1.2100000000000000E+02,  +6.0113780988391113E+01,  +5.6863689408811496E+01,  +5.3497825755849981E+01,
  +1.2200000000000000E+02,  +6.1333100081363177E+01,  +5.7896935390606451E+01,  +5.4527095860914997E+01,
  +1.2300000000000000E+02,  +6.3090633043275908E+01,  +6.0237015406878989E+01,  +5.6985169931327789E+01,
  +1.2400000000000000E+02,  +6.3674855561691302E+01,  +6.1524244840505993E+01,  +5.8441885172386918E+01,
  +1.2500000000000000E+02,  +6.2617986522116212E+01,  +6.0190152606115319E+01,  +5.6800512897484090E+01,
  +1.2600000000000000E+02,  +5.9611986393595743E+01,  +5.6532806358949230E+01,  +5.2989801174473079E+01,
  +1.2700000000000000E+02,  +5.6103707509550873E+01,  +5.2779990629213643E+01,  +4.9389873504248648E+01,
  +1.2800000000000000E+02,  +5.2863344252359575E+01,  +4.9525090842600171E+01,  +4.6191027343541904E+01,
  +1.2900000000000000E+02,  +5.6143217308709460E+01,  +5.0807879932602283E+01,  +4.7289677730457868E+01,
  +1.3000000000000000E+02,  +5.5880289620213901E+01,  +5.0637315979865917E+01,  +4.7630173815470364E+01,
  +1.3100000000000000E+02,  +5.2242114832613112E+01,  +4.8322252258467167E+01,  +4.5543437409550585E+01,
  +1.3200000000000000E+02,  +5.5930526087962015E+01,  +5.0395483259635498E+01,  +4.6913760379404508E+01,
  +1.3300000000000000E+02,  +6.0090820467827818E+01,  +5.4727802530448670E+01,  +5.0972138975148923E+01,
  +1.3400000000000000E+02,  +6.1716995301402953E+01,  +5.7763250482831296E+01,  +5.4203157759206199E+01,
