 TIME                                   ,Massenstrom                             ,
  +4.7500000000000000E+02,  +6.0272662042573540E+02,
  +4.7600000000000000E+02,  +6.6299926602248263E+02,
  +4.7700000000000000E+02,  +6.3716814977278159E+02,
  +4.7800000000000000E+02,  +3.7885674101889498E+02,
  +4.7900000000000000E+02,  +3.0997368232480261E+02,
  +4.8000000000000000E+02,  +3.2719444695527380E+02,
  +4.8100000000000000E+02,  +3.2719444695527380E+02,
  +4.8200000000000000E+02,  +3.2719444695527380E+02,
  +4.8300000000000000E+02,  +3.3580483955991394E+02,
  +4.8400000000000000E+02,  +3.6163595580961493E+02,
  +4.8500000000000000E+02,  +4.9079166018655826E+02,
  +4.8600000000000000E+02,  +6.2855777774695048E+02,
  +4.8700000000000000E+02,  +5.9411624831380050E+02,
  +4.8800000000000000E+02,  +5.5967471896675431E+02,
  +4.8900000000000000E+02,  +4.5635017191102605E+02,
  +4.9000000000000000E+02,  +3.9607748524276485E+02,
  +4.9100000000000000E+02,  +3.7885674101889498E+02,
  +4.9200000000000000E+02,  +3.7024636899306381E+02,
  +4.9300000000000000E+02,  +3.7885674101889498E+02,
  +4.9400000000000000E+02,  +3.6163595580961493E+02,
  +4.9500000000000000E+02,  +3.7885674101889498E+02,
  +4.9600000000000000E+02,  +3.8746711313082989E+02,
  +4.9700000000000000E+02,  +4.3912938670174594E+02,
  +4.9800000000000000E+02,  +5.1662281750777333E+02,
  +4.9900000000000000E+02,  +4.9940207337000709E+02,
  +5.0000000000000000E+02,  +4.9940207337000709E+02,
  +5.0100000000000000E+02,  +4.8218128816072709E+02,
  +5.0200000000000000E+02,  +2.7553217347046160E+02,
  +5.0300000000000000E+02,  +2.2386987940684043E+02,
