 TIME                                   ,T_M                                     ,
 HOURS              ,"°C"                ,
  +4.5900000000000000E+02,  +6.1785905867121677E+01,
  +4.6000000000000000E+02,  +6.2308674825287909E+01,
  +4.6100000000000000E+02,  +6.0590254785276947E+01,
  +4.6200000000000000E+02,  +5.9274613092040546E+01,
  +4.6300000000000000E+02,  +5.6970051034012748E+01,
  +4.6400000000000000E+02,  +5.3331942255513503E+01,
  +4.6500000000000000E+02,  +5.4038810872367350E+01,
  +4.6600000000000000E+02,  +5.6400753090719995E+01,
  +4.6700000000000000E+02,  +5.7994788761023273E+01,
  +4.6800000000000000E+02,  +5.9034098263396707E+01,
  +4.6900000000000000E+02,  +5.9863894070418326E+01,
  +4.7000000000000000E+02,  +6.0451688904585389E+01,
  +4.7100000000000000E+02,  +6.0687510365843529E+01,
  +4.7200000000000000E+02,  +6.0698196457530322E+01,
  +4.7300000000000000E+02,  +6.0719302656073978E+01,
  +4.7400000000000000E+02,  +6.0625487033200699E+01,
