 TIME                                   ,T_R                                     ,
  +4.7900000000000000E+02,  +5.2329340030560672E+01,
  +4.8000000000000000E+02,  +5.2555596095676016E+01,
  +4.8100000000000000E+02,  +5.3438429962768730E+01,
  +4.8200000000000000E+02,  +5.3839941790201230E+01,
  +4.8300000000000000E+02,  +5.4050582463894784E+01,
  +4.8400000000000000E+02,  +5.4129019989557989E+01,
  +4.8500000000000000E+02,  +5.2955843689723871E+01,
  +4.8600000000000000E+02,  +5.2202185538083526E+01,
  +4.8700000000000000E+02,  +5.2340265567232429E+01,
  +4.8800000000000000E+02,  +5.0442354816951230E+01,
  +4.8900000000000000E+02,  +4.7456564295873193E+01,
  +4.9000000000000000E+02,  +4.4837674410713149E+01,
  +4.9100000000000000E+02,  +4.7738759134158691E+01,
  +4.9200000000000000E+02,  +5.1079737966343288E+01,
  +4.9300000000000000E+02,  +5.2387474980836643E+01,
  +4.9400000000000000E+02,  +5.3133271549380588E+01,
  +4.9500000000000000E+02,  +5.3550032705968917E+01,
  +4.9600000000000000E+02,  +5.3761848223131516E+01,
  +4.9700000000000000E+02,  +5.3796245978760112E+01,
  +4.9800000000000000E+02,  +5.3635366956342921E+01,
  +4.9900000000000000E+02,  +5.3501778653749192E+01,
  +5.0000000000000000E+02,  +5.2033365657050076E+01,
  +5.0100000000000000E+02,  +5.1839684206382195E+01,
  +5.0200000000000000E+02,  +5.1333926741613993E+01,
  +5.0300000000000000E+02,  +4.9802429748126947E+01,
