 TIME                                   ,T_M                                     ,
 HOURS              ,"°C"                ,
  +4.7800000000000000E+02,  +3.9977830729914558E+01,
  +4.7900000000000000E+02,  +3.9971777912486324E+01,
  +4.8000000000000000E+02,  +3.9967008131191591E+01,
  +4.8100000000000000E+02,  +3.9963050689511469E+01,
  +4.8200000000000000E+02,  +3.9959767238199170E+01,
  +4.8300000000000000E+02,  +3.9957234061500422E+01,
  +4.8400000000000000E+02,  +3.9955732359045186E+01,
  +4.8500000000000000E+02,  +3.9957318473134933E+01,
  +4.8600000000000000E+02,  +3.9961095007285259E+01,
  +4.8700000000000000E+02,  +3.9963236477740210E+01,
  +4.8800000000000000E+02,  +3.9967556098527126E+01,
  +4.8900000000000000E+02,  +3.9969220397634480E+01,
  +4.9000000000000000E+02,  +3.9970065418202196E+01,
  +4.9100000000000000E+02,  +4.0088707208334100E+01,
  +4.9200000000000000E+02,  +4.3358035816137082E+01,
  +4.9300000000000000E+02,  +5.0868151653406628E+01,
  +4.9400000000000000E+02,  +4.9460258013159915E+01,
  +4.9500000000000000E+02,  +4.7989454268921378E+01,
  +4.9600000000000000E+02,  +4.5030862296446102E+01,
  +4.9700000000000000E+02,  +4.1455093346602297E+01,
  +4.9800000000000000E+02,  +3.9992043099143473E+01,
  +4.9900000000000000E+02,  +3.9985148997451574E+01,
  +5.0000000000000000E+02,  +3.9979898219457937E+01,
  +5.0100000000000000E+02,  +3.9975699723544686E+01,
  +5.0200000000000000E+02,  +3.9969442875734231E+01,
  +5.0300000000000000E+02,  +3.9963091988184061E+01,
