index,py_P_elec,py_P_heat_60,py_P_heat_55,py_P_heat_50,py_m_hs_60,py_m_hs_55,py_m_hs_50,py_COP_60,py_COP_55,py_COP_50,py_V_60,py_V_55,py_V_50,py_V_total,py_T_return,py_P_heat_total,m_ges,py_T_m,Time,ts_m_heatspace,ts_T_amb,ts_P_heatspace,ts_T_m,ts_P_heat,ts_m_flow
462,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.620,1.830,2.080,0.226,0.000,0.000,0.227,40.000,0.000,0.000,42.831,462.000,619.947,-4.671,7.200,39.971,0.000,0.000
463,1.195,1.946,0.000,0.002,83.765,0.000,0.207,1.630,1.840,2.090,0.000,0.000,0.000,0.000,40.000,1.948,83.972,40.000,463.000,619.947,-4.482,7.200,39.972,1.948,83.972
464,3.408,0.003,6.503,0.002,0.138,373.277,0.207,1.690,1.910,2.170,0.000,0.000,0.000,0.000,40.000,6.508,373.622,40.000,464.000,559.675,-2.971,6.500,39.975,6.508,373.622
465,3.019,0.003,6.003,0.002,0.138,344.576,0.207,1.760,1.990,2.250,0.000,0.000,0.000,0.000,40.000,6.008,344.920,40.000,465.000,516.623,-1.401,6.000,39.976,6.008,344.920
466,3.111,0.003,6.403,0.002,0.138,367.537,0.207,1.810,2.060,2.330,0.000,0.000,0.000,0.000,40.000,6.408,367.881,40.000,466.000,551.064,-0.098,6.400,39.978,6.408,367.881
467,6.696,0.003,14.053,0.005,0.138,806.665,0.414,1.850,2.100,2.380,0.000,0.473,0.000,0.473,40.000,14.061,807.216,44.436,467.000,499.402,0.753,5.800,40.832,14.061,807.216
468,10.638,20.000,0.000,0.000,861.038,0.000,0.000,1.880,2.130,2.410,0.860,0.134,0.000,0.994,40.000,20.000,861.038,52.007,468.000,508.012,1.235,5.900,43.481,20.000,861.038
469,10.520,17.229,2.768,0.002,741.756,158.905,0.207,1.870,2.120,2.410,1.600,0.000,0.000,1.600,40.000,20.000,900.868,60.000,469.000,439.129,1.198,5.100,49.247,20.000,900.868
470,2.537,0.041,5.203,0.002,1.776,298.654,0.207,1.820,2.070,2.340,1.600,0.000,0.000,1.600,40.000,5.246,300.636,60.000,470.000,447.740,0.150,5.200,47.402,5.246,300.636
471,2.898,0.041,5.603,0.002,1.776,321.615,0.207,1.720,1.950,2.210,1.600,0.000,0.000,1.600,40.000,5.646,323.597,60.000,471.000,482.181,-2.251,5.600,45.422,5.646,323.597
472,3.539,5.941,0.003,0.002,255.782,0.161,0.207,1.680,1.900,2.150,1.600,0.000,0.000,1.600,40.000,5.946,256.149,60.000,472.000,508.012,-3.233,5.900,42.764,5.946,256.149
473,3.440,5.741,0.003,0.002,247.172,0.161,0.207,1.670,1.890,2.140,1.600,0.000,0.000,1.600,40.000,5.746,247.539,60.000,473.000,490.792,-3.452,5.700,40.954,5.746,247.539
474,3.762,6.241,0.003,0.002,268.698,0.161,0.207,1.660,1.880,2.130,1.600,0.000,0.000,1.600,40.000,6.246,269.065,60.000,474.000,533.844,-3.636,6.200,40.164,6.246,269.065
475,0.005,0.000,0.006,0.005,0.000,0.322,0.414,1.650,1.870,2.120,1.297,0.000,0.000,1.298,40.000,0.010,0.735,56.217,475.000,602.727,-3.814,7.000,39.996,0.010,0.735
476,8.955,14.775,0.000,0.000,636.105,0.000,0.000,1.650,1.860,2.110,1.600,0.000,0.000,1.600,40.000,14.775,636.105,60.000,476.000,662.999,-3.992,7.700,39.989,14.775,636.105
477,4.540,7.441,0.003,0.002,320.360,0.161,0.207,1.640,1.860,2.100,1.600,0.000,0.000,1.600,40.000,7.446,320.727,60.000,477.000,637.168,-4.169,7.400,39.984,7.446,320.727
478,2.727,4.441,0.003,0.002,191.204,0.161,0.207,1.630,1.850,2.090,1.600,0.000,0.000,1.600,40.000,4.446,191.572,60.000,478.000,378.857,-4.391,4.400,39.978,4.446,191.572
479,0.016,0.000,0.025,0.005,0.000,1.453,0.414,1.620,1.840,2.080,1.443,0.001,0.000,1.445,40.000,0.030,1.867,58.056,479.000,309.974,-4.601,3.600,39.972,0.030,1.867
480,4.600,7.453,0.000,0.000,320.845,0.000,0.000,1.620,1.830,2.070,1.599,0.001,0.000,1.600,40.000,7.453,320.845,59.996,480.000,327.194,-4.745,3.800,39.967,7.453,320.845
481,0.008,0.000,0.000,0.017,0.000,0.000,1.453,1.610,1.820,2.070,1.434,0.001,0.001,1.436,40.000,0.017,1.453,57.938,481.000,327.194,-4.892,3.800,39.963,0.017,1.453
482,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.600,1.810,2.050,1.269,0.001,0.001,1.270,40.000,0.000,0.000,55.872,482.000,327.194,-5.189,3.800,39.960,0.000,0.000
483,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.590,1.800,2.040,1.099,0.001,0.001,1.101,40.000,0.000,0.000,53.755,483.000,335.805,-5.490,3.900,39.957,0.000,0.000
484,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.580,1.780,2.020,0.918,0.000,0.001,0.919,40.000,0.000,0.000,51.478,484.000,361.636,-5.790,4.200,39.956,0.000,0.000
485,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.570,1.770,2.010,0.671,0.000,0.000,0.672,40.000,0.000,0.000,48.398,485.000,490.792,-6.066,5.700,39.957,0.000,0.000
486,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.550,1.750,1.990,0.357,0.000,0.000,0.357,40.000,0.000,0.000,44.460,486.000,628.558,-6.426,7.300,39.961,0.000,0.000
487,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.550,1.750,1.980,0.059,0.000,0.000,0.059,40.000,0.000,0.000,40.741,487.000,594.116,-6.615,6.900,39.963,0.000,0.000
488,3.206,5.125,0.003,0.002,220.661,0.161,0.207,1.600,1.810,2.050,0.000,0.000,0.000,0.000,40.000,5.131,221.028,40.000,488.000,559.675,-5.138,6.500,39.968,5.131,221.028
489,3.197,5.303,0.003,0.002,228.313,0.161,0.207,1.660,1.880,2.140,0.000,0.000,0.000,0.000,40.000,5.308,228.680,40.000,489.000,456.350,-3.580,5.300,39.969,5.308,228.680
490,2.328,0.003,4.603,0.002,0.138,264.212,0.207,1.750,1.980,2.250,0.000,0.000,0.000,0.000,40.000,4.608,264.557,40.000,490.000,396.077,-1.560,4.600,39.970,4.608,264.557
491,3.996,0.003,8.225,0.002,0.138,472.146,0.207,1.810,2.060,2.330,0.000,0.219,0.000,0.219,40.000,8.231,472.490,42.055,491.000,378.857,-0.080,4.400,40.089,8.231,472.490
492,10.780,19.513,0.485,0.002,840.055,27.840,0.207,1.850,2.090,2.370,0.839,0.000,0.000,0.839,40.000,20.000,868.101,50.488,492.000,370.246,0.611,4.300,43.358,20.000,868.101
493,10.117,9.226,10.771,0.002,397.203,618.308,0.207,1.850,2.100,2.380,1.235,0.365,0.000,1.600,40.000,20.000,1015.718,58.859,493.000,378.857,0.779,4.400,50.868,20.000,1015.718
494,3.103,5.645,0.000,0.002,243.048,0.000,0.207,1.820,2.060,2.340,1.476,0.124,0.000,1.600,40.000,5.648,243.255,59.613,494.000,361.636,0.046,4.200,49.460,5.648,243.255
495,2.241,0.000,4.434,0.002,0.000,254.529,0.207,1.750,1.980,2.250,1.475,0.125,0.000,1.600,40.000,4.437,254.736,59.608,495.000,378.857,-1.508,4.400,47.989,4.437,254.736
496,1.214,0.000,2.338,0.019,0.000,134.214,1.662,1.720,1.940,2.200,1.473,0.001,0.001,1.476,40.000,2.357,135.876,58.432,496.000,387.467,-2.332,4.500,45.031,2.357,135.876
497,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.690,1.910,2.170,1.252,0.001,0.001,1.254,40.000,0.000,0.000,55.667,497.000,439.129,-3.014,5.100,41.455,0.000,0.000
498,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.650,1.870,2.120,0.993,0.001,0.001,0.994,40.000,0.000,0.000,52.420,498.000,516.623,-3.873,6.000,39.992,0.000,0.000
499,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.610,1.830,2.070,0.742,0.001,0.001,0.743,40.000,0.000,0.000,49.285,499.000,499.402,-4.842,5.800,39.985,0.000,0.000
500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.580,1.790,2.030,0.492,0.000,0.001,0.493,40.000,0.000,0.000,46.153,500.000,499.402,-5.690,5.800,39.980,0.000,0.000
501,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.560,1.760,2.000,0.250,0.000,0.000,0.251,40.000,0.000,0.000,43.132,501.000,482.181,-6.235,5.600,39.976,0.000,0.000
502,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.550,1.750,1.980,0.112,0.000,0.000,0.112,40.000,0.000,0.000,41.404,502.000,275.532,-6.605,3.200,39.969,0.000,0.000
503,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.530,1.730,1.960,0.000,0.000,0.000,0.000,40.000,0.000,0.000,40.000,503.000,223.870,-6.903,2.600,39.963,0.000,0.000
