 TIME                                   ,T_R                                     ,
  +4.7900000000000000E+02,  +5.2384655291141023E+01,
  +4.8000000000000000E+02,  +5.2609334906350249E+01,
  +4.8100000000000000E+02,  +5.3478814708943830E+01,
  +4.8200000000000000E+02,  +5.3876756428509900E+01,
  +4.8300000000000000E+02,  +5.4085889879646984E+01,
  +4.8400000000000000E+02,  +5.4163908717851882E+01,
  +4.8500000000000000E+02,  +5.3014084901710483E+01,
  +4.8600000000000000E+02,  +5.2260372176789787E+01,
  +4.8700000000000000E+02,  +5.2387098572258338E+01,
  +4.8800000000000000E+02,  +5.0510913516134430E+01,
  +4.8900000000000000E+02,  +4.7555595157906303E+01,
  +4.9000000000000000E+02,  +4.4958712103932967E+01,
  +4.9100000000000000E+02,  +4.7824624551415539E+01,
  +4.9200000000000000E+02,  +5.1133411330226757E+01,
  +4.9300000000000000E+02,  +5.2431768081009743E+01,
  +4.9400000000000000E+02,  +5.3172763926760339E+01,
  +4.9500000000000000E+02,  +5.3587165723684592E+01,
  +4.9600000000000000E+02,  +5.3797937751964007E+01,
  +4.9700000000000000E+02,  +5.3832352110806177E+01,
  +4.9800000000000000E+02,  +5.3672346469763418E+01,
  +4.9900000000000000E+02,  +5.3538958797501351E+01,
  +5.0000000000000000E+02,  +5.2092700075843730E+01,
  +5.0100000000000000E+02,  +5.1896337602463895E+01,
  +5.0200000000000000E+02,  +5.1402279933204177E+01,
  +5.0300000000000000E+02,  +4.9903963618188492E+01,
