 TIME                                   ,T_1                                     ,T_2                                     ,T_3                                     ,
  +4.1000000000000000E+01,  +6.4014781442563375E+01,  +6.2291522641962459E+01,  +5.9316765874859477E+01,
  +4.2000000000000000E+01,  +6.3991921360147138E+01,  +6.2252150370113412E+01,  +5.9227067931451060E+01,
  +4.3000000000000000E+01,  +6.2916326060808125E+01,  +6.0629147932673931E+01,  +5.7200230040085792E+01,
  +4.4000000000000000E+01,  +6.0686991767605100E+01,  +5.7702783601598455E+01,  +5.4091348452865795E+01,
  +4.5000000000000000E+01,  +5.7896847034708571E+01,  +5.4609378320459349E+01,  +5.1168430063565900E+01,
  +4.6000000000000000E+01,  +5.5562704088652211E+01,  +5.2218793074776620E+01,  +4.8871258872010429E+01,
  +4.7000000000000000E+01,  +5.8539273926089066E+01,  +5.3960363712877616E+01,  +5.0387662253190967E+01,
  +4.8000000000000000E+01,  +5.9119554522887640E+01,  +5.4345124726517071E+01,  +5.1063761365517813E+01,
  +4.9000000000000000E+01,  +5.6649380296052676E+01,  +5.2603908692710291E+01,  +4.9661601899528726E+01,
  +5.0000000000000000E+01,  +5.4591656227881060E+01,  +5.0990289368642856E+01,  +4.7953189747526586E+01,
  +5.1000000000000000E+01,  +5.8011630410831096E+01,  +5.3168713156492224E+01,  +4.9615025499807523E+01,
  +5.2000000000000000E+01,  +5.8770392734864593E+01,  +5.3729062179403819E+01,  +5.0442860320750796E+01,
  +5.3000000000000000E+01,  +5.5473189119929252E+01,  +5.1441397117535793E+01,  +4.8519433215844444E+01,
  +5.4000000000000000E+01,  +5.7298290152514760E+01,  +5.2371510230004759E+01,  +4.9058090338541689E+01,
  +5.5000000000000000E+01,  +5.6233922554799072E+01,  +5.1592789216870415E+01,  +4.8539531884152652E+01,
  +5.6000000000000000E+01,  +5.7957782851994985E+01,  +5.2988958406363594E+01,  +4.9648054660139223E+01,
  +5.7000000000000000E+01,  +5.8022408111582585E+01,  +5.3168035172127638E+01,  +4.9978006048637042E+01,
  +5.8000000000000000E+01,  +5.4983530827081623E+01,  +5.1042933217601913E+01,  +4.8126673585741052E+01,
  +5.9000000000000000E+01,  +5.7832902719938758E+01,  +5.2906294767160361E+01,  +4.9434430464391369E+01,
  +6.0000000000000000E+01,  +6.1311283999351716E+01,  +5.6769955936193156E+01,  +5.3084846723426153E+01,
  +6.1000000000000000E+01,  +6.2680974167176210E+01,  +5.9434631501485818E+01,  +5.5992363767563376E+01,
  +6.2000000000000000E+01,  +6.3422244953867910E+01,  +6.0991973739375318E+01,  +5.7817113401166964E+01,
  +6.3000000000000000E+01,  +6.3876582480148670E+01,  +6.1962638471064459E+01,  +5.8988788111663709E+01,
  +6.4000000000000000E+01,  +6.4152369090225264E+01,  +6.2564404245542363E+01,  +5.9723931233488457E+01,
  +6.5000000000000000E+01,  +6.4273535002242937E+01,  +6.2837403544414514E+01,  +6.0030192380033810E+01,
  +6.6000000000000000E+01,  +6.4345694236678369E+01,  +6.2996771585582103E+01,  +6.0227104377624315E+01,
  +6.7000000000000000E+01,  +6.4301678619176528E+01,  +6.2896803321457227E+01,  +6.0035815058732148E+01,
  +6.8000000000000000E+01,  +6.3396044776665526E+01,  +6.1362543801128275E+01,  +5.7960463006026544E+01,
  +6.9000000000000000E+01,  +6.3201242444963292E+01,  +6.0804913084240134E+01,  +5.7453230845979327E+01,
  +7.0000000000000000E+01,  +6.2834961524095192E+01,  +6.0296397313562707E+01,  +5.6973446453880477E+01,
  +7.1000000000000000E+01,  +6.3207471473641029E+01,  +6.0816587986797487E+01,  +5.7654784507156869E+01,
  +7.2000000000000000E+01,  +6.4056699017567581E+01,  +6.2279474767005652E+01,  +5.9483801954276011E+01,
  +7.3000000000000000E+01,  +6.3835156102523946E+01,  +6.2014044357805012E+01,  +5.8889485623892618E+01,
  +7.4000000000000000E+01,  +6.2924789991952444E+01,  +6.0561644667798774E+01,  +5.6964211721476438E+01,
  +7.5000000000000000E+01,  +6.3225157217617429E+01,  +6.0851531158171312E+01,  +5.7588821780735536E+01,
  +7.6000000000000000E+01,  +6.2966938236490520E+01,  +6.0497167192151643E+01,  +5.7206980404744058E+01,
  +7.7000000000000000E+01,  +6.1166333558017470E+01,  +5.8254024068318508E+01,  +5.4739439826712342E+01,
  +7.8000000000000000E+01,  +5.8367212232113687E+01,  +5.5138617004783775E+01,  +5.1694540564074323E+01,
  +7.9000000000000000E+01,  +5.5018852448262372E+01,  +5.1688742994678059E+01,  +4.8331690477426491E+01,
  +8.0000000000000000E+01,  +5.7402558542129121E+01,  +5.2510032922105822E+01,  +4.9019115150670878E+01,
  +8.1000000000000000E+01,  +5.7327626088752361E+01,  +5.2394697661368511E+01,  +4.9285074926288836E+01,
  +8.2000000000000000E+01,  +5.4141893170149054E+01,  +5.0221304962742465E+01,  +4.7342138369723230E+01,
  +8.3000000000000000E+01,  +5.1426028563567613E+01,  +4.7985096850790434E+01,  +4.4869119157545903E+01,
  +8.4000000000000000E+01,  +5.5736261175341284E+01,  +5.0141551925747997E+01,  +4.6511748577244433E+01,
  +8.5000000000000000E+01,  +6.0239542926790087E+01,  +5.4784072869412391E+01,  +5.0938874837880405E+01,
  +8.6000000000000000E+01,  +6.1981319939828069E+01,  +5.8094251347076195E+01,  +5.4489264123134419E+01,
  +8.7000000000000000E+01,  +6.2872722983898853E+01,  +5.9945944815120008E+01,  +5.6616374523479820E+01,
  +8.8000000000000000E+01,  +6.1804326911762729E+01,  +5.8915061162989943E+01,  +5.5528260515965620E+01,
  +8.9000000000000000E+01,  +5.9418580655481470E+01,  +5.6241366517637900E+01,  +5.2789649433057505E+01,
  +9.0000000000000000E+01,  +6.0354925780594613E+01,  +5.6556092378060185E+01,  +5.3138002448164102E+01,
  +9.1000000000000000E+01,  +5.9549812420744693E+01,  +5.5747867247940967E+01,  +5.2494386546794679E+01,
  +9.2000000000000000E+01,  +5.6443201264411101E+01,  +5.2977957971246632E+01,  +4.9780919830471909E+01,
  +9.3000000000000000E+01,  +5.3619309649924780E+01,  +5.0282033254380330E+01,  +4.6996684240211486E+01,
  +9.4000000000000000E+01,  +5.7308078122895957E+01,  +5.2232110763758847E+01,  +4.8538910597116114E+01,
  +9.5000000000000000E+01,  +5.8701102018604473E+01,  +5.3161795682422699E+01,  +4.9791487357696205E+01,
  +9.6000000000000000E+01,  +5.6525123767908823E+01,  +5.1847221955589973E+01,  +4.9016343558991039E+01,
  +9.7000000000000000E+01,  +5.4735294452132393E+01,  +5.0688165847638224E+01,  +4.7864188760342834E+01,
  +9.8000000000000000E+01,  +5.3212960271522036E+01,  +4.9547053013687837E+01,  +4.6586292744243075E+01,
  +9.9000000000000000E+01,  +5.1831029173153745E+01,  +4.8371728288548979E+01,  +4.5271681603092823E+01,
  +1.0000000000000000E+02,  +5.0446484568922784E+01,  +4.7090100958087646E+01,  +4.3883263667359266E+01,
  +1.0100000000000000E+02,  +5.5486871319368717E+01,  +4.9778005249513122E+01,  +4.6098628435522897E+01,
  +1.0200000000000000E+02,  +5.5666175848217350E+01,  +5.0009360151761328E+01,  +4.6968032997195081E+01,
  +1.0300000000000000E+02,  +5.1472424050979320E+01,  +4.7473565216664710E+01,  +4.4772518379979097E+01,
  +1.0400000000000000E+02,  +5.5308040445485723E+01,  +4.9576416199021921E+01,  +4.6107111500249715E+01,
  +1.0500000000000000E+02,  +5.5628916080483464E+01,  +4.9904888346630315E+01,  +4.6890964715947057E+01,
  +1.0600000000000000E+02,  +5.1934864347838811E+01,  +4.7761714040689938E+01,  +4.5098875200831245E+01,
  +1.0700000000000000E+02,  +5.5779645786219753E+01,  +5.0106439874022733E+01,  +4.6624640007715122E+01,
  +1.0800000000000000E+02,  +6.0349508396088325E+01,  +5.4912261608095243E+01,  +5.1019328396283264E+01,
  +1.0900000000000000E+02,  +6.2207693409318580E+01,  +5.8397421026417710E+01,  +5.4755533777985370E+01,
  +1.1000000000000000E+02,  +6.3114823055853279E+01,  +6.0345028239254724E+01,  +5.7046118444870551E+01,
  +1.1100000000000000E+02,  +6.3585737733685924E+01,  +6.1379578201944419E+01,  +5.8265840236914258E+01,
  +1.1200000000000000E+02,  +6.3822549813362812E+01,  +6.1893536876765317E+01,  +5.8854397980749226E+01,
  +1.1300000000000000E+02,  +6.3937032709021295E+01,  +6.2135333279958544E+01,  +5.9122174193614207E+01,
  +1.1400000000000000E+02,  +6.3798189747372966E+01,  +6.1883802923142277E+01,  +5.8763508983881422E+01,
  +1.1500000000000000E+02,  +6.3576880476547231E+01,  +6.1471811530608313E+01,  +5.8274308098175425E+01,
  +1.1600000000000000E+02,  +6.3454993919789047E+01,  +6.1243543738290782E+01,  +5.8037052917688563E+01,
  +1.1700000000000000E+02,  +6.3445028571654319E+01,  +6.1217653516074016E+01,  +5.8024646181781101E+01,
  +1.1800000000000000E+02,  +6.3785983921878362E+01,  +6.1824815728237532E+01,  +5.8814499158959450E+01,
  +1.1900000000000000E+02,  +6.4141807106675330E+01,  +6.2537290232229729E+01,  +5.9713661195786607E+01,
  +1.2000000000000000E+02,  +6.4342545899338106E+01,  +6.2991284157263657E+01,  +6.0286460677968385E+01,
  +1.2100000000000000E+02,  +6.3923454812892139E+01,  +6.2226349193992291E+01,  +5.9028895103656623E+01,
  +1.2200000000000000E+02,  +6.3886548070817987E+01,  +6.2045918472146433E+01,  +5.8909743225830262E+01,
  +1.2300000000000000E+02,  +6.4233539067723854E+01,  +6.2721913656895396E+01,  +5.9952838065722595E+01,
  +1.2400000000000000E+02,  +6.4325322372677789E+01,  +6.2951835991566256E+01,  +6.0173612499547183E+01,
  +1.2500000000000000E+02,  +6.3368276182985689E+01,  +6.1354541759588152E+01,  +5.7976904181597817E+01,
  +1.2600000000000000E+02,  +6.2624090204064352E+01,  +5.9887290566024660E+01,  +5.6442731469983215E+01,
  +1.2700000000000000E+02,  +6.0741186662638320E+01,  +5.7693614653634796E+01,  +5.4308928108266862E+01,
  +1.2800000000000000E+02,  +5.7682894244224556E+01,  +5.4416434774883122E+01,  +5.1006807402299430E+01,
  +1.2900000000000000E+02,  +5.4709198010330333E+01,  +5.1379516063187658E+01,  +4.8028057067603498E+01,
  +1.3000000000000000E+02,  +5.1850186347299385E+01,  +4.8516574096440984E+01,  +4.5183925590132354E+01,
  +1.3100000000000000E+02,  +4.9185380767998907E+01,  +4.5855542701984504E+01,  +4.2524685338979729E+01,
  +1.3200000000000000E+02,  +5.4259746960181047E+01,  +4.8155242042740973E+01,  +4.4481845629093854E+01,
  +1.3300000000000000E+02,  +5.9339762061529569E+01,  +5.3265139599422568E+01,  +4.9389410628692112E+01,
  +1.3400000000000000E+02,  +6.1298022158781592E+01,  +5.6923294208852063E+01,  +5.3266354753594669E+01,
  +1.3500000000000000E+02,  +6.2286705235541348E+01,  +5.8933226483483395E+01,  +5.5527668678115440E+01,
  +1.3600000000000000E+02,  +6.2904805916508138E+01,  +6.0139327294237383E+01,  +5.6870828450092219E+01,
  +1.3700000000000000E+02,  +6.3204280531288944E+01,  +6.0740575934139230E+01,  +5.7520733889999470E+01,
  +1.3800000000000000E+02,  +6.3335553184204194E+01,  +6.1006802022277846E+01,  +5.7806212019522640E+01,
  +1.3900000000000000E+02,  +6.3352088552092020E+01,  +6.1051334397283057E+01,  +5.7841947713766572E+01,
  +1.4000000000000000E+02,  +6.3261471635129084E+01,  +6.0904090783251370E+01,  +5.7667627095232135E+01,
  +1.4100000000000000E+02,  +6.3228782996792845E+01,  +6.0839964581977249E+01,  +5.7603839138591326E+01,
  +1.4200000000000000E+02,  +6.2470919152729628E+01,  +5.9854085707830876E+01,  +5.6457074133125076E+01,
  +1.4300000000000000E+02,  +6.0942984764580615E+01,  +5.7973444528483604E+01,  +5.4450465124034771E+01,
  +1.4400000000000000E+02,  +6.1844612315550101E+01,  +5.8681298511613306E+01,  +5.5312227018165537E+01,
  +1.4500000000000000E+02,  +6.3281249904253293E+01,  +6.0658125212819485E+01,  +5.7479177861221423E+01,
  +1.4600000000000000E+02,  +6.3884266759041985E+01,  +6.1944001326613559E+01,  +5.8990338317223966E+01,
  +1.4700000000000000E+02,  +6.4203956820945280E+01,  +6.2666603996507639E+01,  +5.9876707945979234E+01,
  +1.4800000000000000E+02,  +6.4324940062502790E+01,  +6.2951632778894513E+01,  +6.0187621232418316E+01,
  +1.4900000000000000E+02,  +6.3442648383588292E+01,  +6.1467626035456810E+01,  +5.8111362325664622E+01,
  +1.5000000000000000E+02,  +6.0750629405142661E+01,  +5.7813966682558480E+01,  +5.4171580766913820E+01,
  +1.5100000000000000E+02,  +5.7263338650469287E+01,  +5.3940067930511397E+01,  +5.0520747745526158E+01,
  +1.5200000000000000E+02,  +5.3899381727179517E+01,  +5.0549018525017281E+01,  +4.7219678956299731E+01,
  +1.5300000000000000E+02,  +5.1073873868661487E+01,  +4.7739871674832770E+01,  +4.4414800932930348E+01,
  +1.5400000000000000E+02,  +5.5412729877806278E+01,  +4.9729940525018513E+01,  +4.6098972477916369E+01,
  +1.5500000000000000E+02,  +5.5711602242402222E+01,  +5.0003107925358364E+01,  +4.6980860919333850E+01,
  +1.5600000000000000E+02,  +5.2117443909231099E+01,  +4.7935470014967748E+01,  +4.5292814563650929E+01,
  +1.5700000000000000E+02,  +5.5887887275488751E+01,  +5.0262474454662055E+01,  +4.6812410988942055E+01,
  +1.5800000000000000E+02,  +5.6404986640597237E+01,  +5.0739916180189098E+01,  +4.7642317406619746E+01,
  +1.5900000000000000E+02,  +5.2841196322848610E+01,  +4.8617680127949924E+01,  +4.5908006058050546E+01,
  +1.6000000000000000E+02,  +4.9754153614004665E+01,  +4.6267725530324164E+01,  +4.3232697613364834E+01,
  +1.6100000000000000E+02,  +5.4331742914690444E+01,  +4.8350140896403254E+01,  +4.4817732771669213E+01,
  +1.6200000000000000E+02,  +5.3943089630049876E+01,  +4.8263493610693132E+01,  +4.5390009511733950E+01,
  +1.6300000000000000E+02,  +5.5743310762566601E+01,  +4.9977921548437585E+01,  +4.6821746027357285E+01,
  +1.6400000000000000E+02,  +5.4758116241277492E+01,  +4.9641573032509605E+01,  +4.6675601251808281E+01,
  +1.6500000000000000E+02,  +5.0584943601092007E+01,  +4.6852073894434234E+01,  +4.4007511850055067E+01,
  +1.6600000000000000E+02,  +5.5288151113904959E+01,  +4.9409006568721487E+01,  +4.5670331647094720E+01,
  +1.6700000000000000E+02,  +6.0676276439114979E+01,  +5.4997620783337162E+01,  +5.0810805453085450E+01,
  +1.6800000000000000E+02,  +6.2676731849253223E+01,  +5.8996410802682341E+01,  +5.5212460300801013E+01,
  +1.6900000000000000E+02,  +6.3642174799688327E+01,  +6.1241459744893561E+01,  +5.8044569773273032E+01,
  +1.7000000000000000E+02,  +6.4163424500071855E+01,  +6.2510780642445390E+01,  +5.9719028178559228E+01,
  +1.7100000000000000E+02,  +6.3916077258411669E+01,  +6.2170226639012185E+01,  +5.9051686974584626E+01,
  +1.7200000000000000E+02,  +6.2859266641787286E+01,  +6.0476576539344926E+01,  +5.6859349534138332E+01,
  +1.7300000000000000E+02,  +6.0834959158383704E+01,  +5.7849324277145172E+01,  +5.4242020272287320E+01,
  +1.7400000000000000E+02,  +5.7727178224361658E+01,  +5.4435089579125844E+01,  +5.1004887964590026E+01,
  +1.7500000000000000E+02,  +5.4236543827292280E+01,  +5.0892274201022111E+01,  +4.7554535458293934E+01,
  +1.7600000000000000E+02,  +5.1117765776736029E+01,  +4.7784042024500607E+01,  +4.4457988462166547E+01,
  +1.7700000000000000E+02,  +5.5229026481836456E+01,  +4.9529179302068201E+01,  +4.5948369290530394E+01,
  +1.7800000000000000E+02,  +5.5363255365452993E+01,  +4.9689542821633680E+01,  +4.6711130339676942E+01,
  +1.7900000000000000E+02,  +5.7312608833582793E+01,  +5.1800231097033482E+01,  +4.8503683424757789E+01,
  +1.8000000000000000E+02,  +6.0726821286215113E+01,  +5.5869729156544267E+01,  +5.2168785135305313E+01,
  +1.8100000000000000E+02,  +6.2243816085689332E+01,  +5.8671324276742155E+01,  +5.5175473668946971E+01,
  +1.8200000000000000E+02,  +6.2979948476124179E+01,  +6.0198500480239218E+01,  +5.6909380617648154E+01,
  +1.8300000000000000E+02,  +6.3390349605419622E+01,  +6.1047201917581845E+01,  +5.7880476011327204E+01,
  +1.8400000000000000E+02,  +6.3596924368843581E+01,  +6.1469678726380032E+01,  +5.8342512958428181E+01,
  +1.8500000000000000E+02,  +6.3674657193574632E+01,  +6.1632224784369178E+01,  +5.8511712492647256E+01,
  +1.8600000000000000E+02,  +6.3622657646358270E+01,  +6.1546799248377340E+01,  +5.8389823072186459E+01,
  +1.8700000000000000E+02,  +6.3529698010825847E+01,  +6.1378499811672583E+01,  +5.8191891702561421E+01,
  +1.8800000000000000E+02,  +6.1958536299416394E+01,  +5.9314041331332618E+01,  +5.5863129616344828E+01,
  +1.8900000000000000E+02,  +6.1707517624155180E+01,  +5.8507717754349784E+01,  +5.5090561385894155E+01,
