 TIME                                   ,p_heat                                  ,m_flow                                  ,
  +2.1100000000000000E+02,  +6.3680000000000003E+00,  +7.0000000000000000E+02,
  +2.1200000000000000E+02,  +5.8620000000000001E+00,  +7.0000000000000000E+02,
  +2.1300000000000000E+02,  +5.4509999999999996E+00,  +7.0000000000000000E+02,
  +2.1400000000000000E+02,  +4.4880000000000004E+00,  +7.0000000000000000E+02,
  +2.1500000000000000E+02,  +3.6739999999999999E+00,  +7.0000000000000000E+02,
  +2.1600000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.1700000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.1800000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.1900000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2000000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2100000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2200000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2300000000000000E+02,  +1.1898000000000000E+01,  +7.0000000000000000E+02,
  +2.2400000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2500000000000000E+02,  +1.1064000000000000E+01,  +7.0000000000000000E+02,
  +2.2600000000000000E+02,  +8.8670000000000009E+00,  +7.0000000000000000E+02,
  +2.2700000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.2800000000000000E+02,  +8.4019999999999992E+00,  +7.0000000000000000E+02,
  +2.2900000000000000E+02,  +6.7420000000000000E+00,  +7.0000000000000000E+02,
  +2.3000000000000000E+02,  +5.6989999999999998E+00,  +7.0000000000000000E+02,
  +2.3100000000000000E+02,  +4.8949999999999996E+00,  +7.0000000000000000E+02,
  +2.3200000000000000E+02,  +4.5750000000000002E+00,  +7.0000000000000000E+02,
  +2.3300000000000000E+02,  +4.5609999999999999E+00,  +7.0000000000000000E+02,
  +2.3400000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.3500000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.3600000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.3700000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.3800000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.3900000000000000E+02,  +1.1666000000000000E+01,  +7.0000000000000000E+02,
  +2.4000000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.4100000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.4200000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.4300000000000000E+02,  +1.0734999999999999E+01,  +7.0000000000000000E+02,
  +2.4400000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.4500000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.4600000000000000E+02,  +1.0978999999999999E+01,  +7.0000000000000000E+02,
  +2.4700000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.4800000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.4900000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.5000000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.5100000000000000E+02,  +1.4039999999999999E+01,  +7.0000000000000000E+02,
  +2.5200000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.5300000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.5400000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.5500000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.5600000000000000E+02,  +1.4929000000000000E+01,  +7.0000000000000000E+02,
  +2.5700000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.5800000000000000E+02,  +1.2736000000000001E+01,  +7.0000000000000000E+02,
  +2.5900000000000000E+02,  +9.9930000000000003E+00,  +7.0000000000000000E+02,
  +2.6000000000000000E+02,  +8.0930000000000000E+00,  +7.0000000000000000E+02,
  +2.6100000000000000E+02,  +6.5759999999999996E+00,  +7.0000000000000000E+02,
  +2.6200000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.6300000000000000E+02,  +5.9930000000000003E+00,  +7.0000000000000000E+02,
  +2.6400000000000000E+02,  +4.6810000000000000E+00,  +7.0000000000000000E+02,
  +2.6500000000000000E+02,  +3.7770000000000001E+00,  +7.0000000000000000E+02,
  +2.6600000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.6700000000000000E+02,  +4.2270000000000003E+00,  +7.0000000000000000E+02,
  +2.6800000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.6900000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.7000000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.7100000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.7200000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.7300000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.7400000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.7500000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.7600000000000000E+02,  +1.5490000000000000E+01,  +7.0000000000000000E+02,
  +2.7700000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.7800000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.7900000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.8000000000000000E+02,  +1.5433000000000000E+01,  +7.0000000000000000E+02,
  +2.8100000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.8200000000000000E+02,  +1.3333000000000000E+01,  +7.0000000000000000E+02,
  +2.8300000000000000E+02,  +1.0584000000000000E+01,  +7.0000000000000000E+02,
  +2.8400000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.8500000000000000E+02,  +1.0263999999999999E+01,  +7.0000000000000000E+02,
  +2.8600000000000000E+02,  +7.9530000000000003E+00,  +7.0000000000000000E+02,
  +2.8700000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.8800000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.8900000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.9000000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.9100000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.9200000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.9300000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.9400000000000000E+02,  +1.5997000000000000E+01,  +7.0000000000000000E+02,
  +2.9500000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.9600000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.9700000000000000E+02,  +1.6893999999999998E+01,  +7.0000000000000000E+02,
  +2.9800000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +2.9900000000000000E+02,  +0.0000000000000000E+00,  +0.0000000000000000E+00,
  +3.0000000000000000E+02,  +1.6553000000000001E+01,  +7.0000000000000000E+02,
  +3.0100000000000000E+02,  +1.3053000000000001E+01,  +7.0000000000000000E+02,
  +3.0200000000000000E+02,  +1.0366000000000000E+01,  +7.0000000000000000E+02,
  +3.0300000000000000E+02,  +8.4459999999999997E+00,  +7.0000000000000000E+02,
  +3.0400000000000000E+02,  +7.4989999999999997E+00,  +7.0000000000000000E+02,
  +3.0500000000000000E+02,  +6.7969999999999997E+00,  +7.0000000000000000E+02,
  +3.0600000000000000E+02,  +6.3070000000000004E+00,  +7.0000000000000000E+02,
  +3.0700000000000000E+02,  +6.3399999999999999E+00,  +7.0000000000000000E+02,
  +3.0800000000000000E+02,  +6.4640000000000004E+00,  +7.0000000000000000E+02,
  +3.0900000000000000E+02,  +6.6139999999999999E+00,  +7.0000000000000000E+02,
  +3.1000000000000000E+02,  +5.6479999999999997E+00,  +7.0000000000000000E+02,
  +3.1100000000000000E+02,  +4.7050000000000001E+00,  +7.0000000000000000E+02,
  +3.1200000000000000E+02,  +4.2240000000000002E+00,  +7.0000000000000000E+02,
  +3.1300000000000000E+02,  +3.9169999999999998E+00,  +7.0000000000000000E+02,
  +3.1400000000000000E+02,  +3.6819999999999999E+00,  +7.0000000000000000E+02,
  +3.1500000000000000E+02,  +3.6610000000000000E+00,  +7.0000000000000000E+02,
  +3.1600000000000000E+02,  +3.8849999999999998E+00,  +7.0000000000000000E+02,
  +3.1700000000000000E+02,  +4.7000000000000002E+00,  +7.0000000000000000E+02,
  +3.1800000000000000E+02,  +6.1250000000000000E+00,  +7.0000000000000000E+02,
  +3.1900000000000000E+02,  +6.6630000000000003E+00,  +7.0000000000000000E+02,
