 TIME                                   ,T_M                                     ,
 HOURS              ,"°C"                ,
  +4.7900000000000000E+02,  +5.9461371986639470E+01,
  +4.8000000000000000E+02,  +5.9665043190826822E+01,
  +4.8100000000000000E+02,  +6.0891281081023372E+01,
  +4.8200000000000000E+02,  +6.1617448632262153E+01,
  +4.8300000000000000E+02,  +6.2013620263625143E+01,
  +4.8400000000000000E+02,  +6.2155092975676190E+01,
  +4.8500000000000000E+02,  +6.0417270628770559E+01,
  +4.8600000000000000E+02,  +5.9165581186433315E+01,
  +4.8700000000000000E+02,  +5.9304840780056274E+01,
  +4.8800000000000000E+02,  +5.7311103253808803E+01,
  +4.8900000000000000E+02,  +5.4236949888941041E+01,
  +4.9000000000000000E+02,  +5.1622949113196405E+01,
  +4.9100000000000000E+02,  +5.3443877465112799E+01,
  +4.9200000000000000E+02,  +5.6891016826817463E+01,
  +4.9300000000000000E+02,  +5.9041293069919590E+01,
  +4.9400000000000000E+02,  +6.0351556391299916E+01,
  +4.9500000000000000E+02,  +6.1098834073260313E+01,
  +4.9600000000000000E+02,  +6.1482843163126027E+01,
  +4.9700000000000000E+02,  +6.1542923322637783E+01,
  +4.9800000000000000E+02,  +6.1268277728861570E+01,
  +4.9900000000000000E+02,  +6.1046520853660958E+01,
  +5.0000000000000000E+02,  +5.9197769347519483E+01,
  +5.0100000000000000E+02,  +5.8683328942818513E+01,
  +5.0200000000000000E+02,  +5.8143166976161808E+01,
  +5.0300000000000000E+02,  +5.6608687536061069E+01,
